Gene	healthy_1	helathy_2	healthy_3	healthy_4
A1BG	0.0	0.0	0.0	0.0
A1CF	0.0854680308796637	0.2439592720188563	0.177294797308567	0.0933864779230622
A2M	6.499491420913339	4.785241087220351	5.662851951252884	5.66666104678717
A2ML1	0.4224239811985307	0.4146779711116938	0.5185417516446987	0.3557514425657595
A3GALT2	0.0	0.2300190244859759	0.2235837297433704	0.235690923930102
A4GALT	7.932792065263153	8.479604793422325	7.203082403918453	5.9302532687709295
A4GNT	0.0	0.0618721131681994	0.0399936951295008	0.0
AAAS	34.81220763273318	40.72217355339179	32.52485998303256	27.40029524719892
AACS	5.666538707136077	5.588038950983595	4.552016192864089	4.116306672728805
AADAC	0.0	0.0	0.0	0.0
AADACL2	0.0	0.0	0.0	0.0
AADACL3	0.0	0.0	0.0	0.0
AADACL4	0.0	0.0703947049018835	0.0	0.0
AADAT	1.524023313355134	0.9158779301700126	1.158934505442521	0.7562615187799485
AAED1	20.443270295908693	19.14993452178596	11.037183070963286	15.205346114653445
AAGAB	32.34585852552376	41.28209281119405	26.59176657860837	25.51452637405512
AAK1	38.760854176720805	49.497361430757465	36.02039807092109	47.63635436655639
AAMDC	16.582382594635128	18.347513033098227	15.268207984747049	16.712576877465228
AAMP	47.745801832010805	51.58265886024702	35.1785098369141	39.46578149604857
AANAT	1.0610556282123451	2.685685684282077	5.435356510403612	2.604826071035263
AAR2	29.650213028565705	34.48088749003157	23.13929903892717	30.7521808300402
AARD	0.4868673684744251	0.2072719680543253	0.2981700842155277	0.5215066353124106
AARS	30.801220987727	34.83623582443905	31.2235764517407	21.7443813316486
AARS2	16.835782115971316	15.731520763434252	14.39236571058367	13.958240159570414
AARSD1	22.988775040188337	18.108781135043888	13.901912750549984	13.663799845484183
AASDH	8.440134295026558	8.97784792565343	8.634276385673637	6.511201462091092
AASDHPPT	23.38226745036648	33.2069147046328	19.365991951228896	18.30194011018761
AASS	2.813160457723219	2.246899363739076	2.792863104423492	2.5385106526702392
AATF	58.87258117849913	56.30473355880104	44.07030924085637	51.13983546798994
AATK	2.14974027577426	2.550579697063679	2.5520650640779894	3.225125620583333
ABAT	5.276597862655168	4.524375462547395	7.215773565583981	5.094446660891558
ABC7-42404400C24.1	0.1769089027897678	0.6426679210649925	0.2657042729046142	1.6164091834568002e-10
ABCA1	10.232103021607156	6.903766033312541	7.631330685717255	5.7431342375792775
ABCA10	0.1279677458876666	0.264304460219784	1.261849892375852	0.4920458678745916
ABCA12	0.0	0.0447784018492831	0.2166339834233249	0.0298980110329662
ABCA13	0.5187479515926798	3.878004405663949	5.02874044199889	0.4164238997590536
ABCA2	15.853998587433557	11.226022694976184	12.113530358672865	21.06807506222696
ABCA3	4.60911804304302	3.724306168488961	3.479618970501405	4.191118182495416
ABCA4	0.0318959459854759	0.1540128005727542	0.084669810871235	0.0475048902929061
ABCA5	6.043295468172099	6.126369597737645	10.474536892505206	6.108132636188433
ABCA6	0.1080272929084508	0.2784547269696373	0.2891770683910855	0.1163451672262032
ABCA7	28.848216492239047	41.65982020414535	42.58146209128895	32.41847630788116
ABCA8	0.3490591574577863	0.1421764327370451	0.0	0.1780983148130578
ABCA9	2.6514366518338943	5.681435618171131	3.676970506782833	2.544927251882005
ABCB1	8.833868121689601	7.787565553494192	5.269451236983016	6.188720632697502
ABCB10	48.24719424276898	67.15213489522526	62.68263108415891	47.99436892304256
ABCB11	0.0	0.0308022609292761	0.0698966001918663	0.0
ABCB4	1.290357394964508	4.331570455438217	4.369011349160694	2.841692350370585
ABCB5	0.1445606849667779	0.2492829659501495	0.4525324169985431	0.1620051731719166
ABCB6	6.480112261261524	10.2494891389647	12.153455859118932	10.143049215925226
ABCB7	28.756527608620285	30.063881245368428	31.040982447262103	23.664645029246145
ABCB8	17.695515599358004	22.01613483826931	13.330922628038078	14.023848466909117
ABCB9	3.6481286589716526	4.696392634578047	4.515669016659925	4.5198193500708665
ABCC1	18.10365211404088	22.63615443404328	17.265973326412833	19.412643263419515
ABCC10	10.71493599141454	15.06725166553952	13.40910205838329	14.779254040642838
ABCC11	0.0	0.0	0.0438262762099471	0.1379189273892445
ABCC12	0.0	0.0	0.0	0.0
ABCC2	0.8110277075573714	1.2716810261949525	1.266161161948342	1.1095199616258729
ABCC3	2.197839218348345	0.0	0.9693941685928024	1.7444751791826314
ABCC4	13.486190936749114	17.377087643654	16.873505775041025	15.88261920747751
ABCC5	16.590528206305315	24.84326215625389	21.83733739622509	16.55118380326768
ABCC6	1.7513284560423772	1.627999917633389	1.483226356623951	1.0360094644204485
ABCC8	0.018014937042577	0.0	0.0	0.0
ABCC9	1.893693403211573	2.8155548315611143	3.3584111394664373	2.3557197625957187
ABCD1	13.98906970491095	11.246709561606592	14.413595415184933	10.493577241891847
ABCD2	4.44672156303894	4.394552988171204	4.618061352900181	7.415161917231213
ABCD3	23.76498390653664	19.994970764253765	17.16315194530269	14.475052844849287
ABCD4	8.495451590499261	9.332336679524678	8.977273726628914	6.856364888344102
ABCE1	72.60068569864131	89.22303260616653	60.32456177101322	53.29549003056981
ABCF1	36.82731662869736	52.0669536545465	38.5210612869932	38.011599601112266
ABCF2	36.787499368903134	40.712408146027215	35.64133172737762	31.459829810646543
ABCF3	11.435306322152282	16.341086825711955	12.339849040831512	8.756939458970477
ABCG1	11.277388666616996	9.876692319339632	5.128721518758824	7.301232762488842
ABCG2	2.360805770461095	1.8576736823124187	2.7545657625812483	3.268478758993146
ABCG4	0.0	0.0	0.0	0.0360627818875906
ABCG5	0.0	0.0	0.0	0.0
ABCG8	0.0684316973412692	0.0	0.1029558485502005	0.0
ABHD1	0.0	0.0256523847967232	0.2516531334962975	0.4001483318413004
ABHD10	17.985928657220562	22.054125384444383	17.586359383999824	12.739373218289026
ABHD11	7.584060466081474	7.671696845168057	6.604073454674706	8.11288862984358
ABHD12	21.934410489324623	25.125178456851227	18.853364339249968	25.27202255792048
ABHD12B	0.0	0.7334479138404384	0.7947344032387212	0.1684484310073284
ABHD13	17.678161046136406	19.547150245157425	14.752979870933896	15.360328354357383
ABHD14A	29.331751764547978	28.114079441432988	20.080000402169176	21.29181832026564
ABHD14A-ACY1	0.0	0.0	0.0	0.0
ABHD14B	56.93773668941424	58.38905504592466	45.16399770319597	56.05339697176151
ABHD15	22.393902874432463	34.22266666318653	20.246993081543145	17.36498512533259
ABHD16A	31.09532113372262	38.47823612387175	26.690739072200465	30.64420144973229
ABHD16B	0.0	0.0	0.0	0.0
ABHD17A	140.45692295423623	122.3364937984096	89.13846770384424	116.39091127256336
ABHD17B	35.509456958037866	43.605834920874265	30.514339099789627	30.777022363644388
ABHD17C	4.386718593063786	4.233463259111875	1.82862905640709	1.7138745460530247
ABHD2	78.82175258486288	68.13903821285614	58.10087138814391	60.36819520866592
ABHD3	20.02593087508653	31.362311828599303	24.05694322101894	32.90191371135404
ABHD4	13.692802297289475	7.0333072735305615	16.421262911488206	9.321439401046172
ABHD5	25.487221676148124	33.29167987664668	24.195115427876832	18.63728407748852
ABHD6	3.991223523408604	5.47389438336962	5.401339248970853	4.507088742219988
ABHD8	12.306523548786778	10.136277431037083	8.589669560450792	7.991532119553434
ABI1	78.24164360049733	83.8203389328287	63.2851846396305	75.45153849083754
ABI2	7.558247008433146	16.62168192413644	11.396537863488446	9.666435463742658
ABI3	25.31219472459295	24.11761280578248	21.074399428512205	30.09469309823231
